LOCATION;SUBJECT;MEASURE;TIME;Value
EGY;SOYBEAN;TONNE_HA;2012;3.46
EGY;SOYBEAN;TONNE_HA;2013;3.31
EGY;SOYBEAN;TONNE_HA;2014;3.08
EGY;SOYBEAN;TONNE_HA;2015;3.08
EGY;SOYBEAN;TONNE_HA;2016;3.08
EGY;SOYBEAN;TONNE_HA;2017;3.2
EGY;SOYBEAN;TONNE_HA;2018;3.25
EGY;SOYBEAN;TONNE_HA;2019;3.31
EGY;SOYBEAN;TONNE_HA;2020;3.36
EGY;SOYBEAN;TONNE_HA;2021;3.42
EGY;SOYBEAN;TONNE_HA;2022;3.48
EGY;SOYBEAN;TONNE_HA;2023;3.54
EGY;SOYBEAN;TONNE_HA;2024;3.6
EGY;SOYBEAN;TONNE_HA;2025;3.66
EGY;SOYBEAN;TONNE_HA;2026;3.72
EGY;WHEAT;TONNE_HA;1990;5.2
EGY;WHEAT;TONNE_HA;1991;4.82
EGY;WHEAT;TONNE_HA;1992;5.25
EGY;WHEAT;TONNE_HA;1993;5.3
EGY;WHEAT;TONNE_HA;1994;5
EGY;WHEAT;TONNE_HA;1995;5.42
EGY;WHEAT;TONNE_HA;1996;5.64
EGY;WHEAT;TONNE_HA;1997;5.6
EGY;WHEAT;TONNE_HA;1998;5.99
EGY;WHEAT;TONNE_HA;1999;6.35
EGY;WHEAT;TONNE_HA;2000;6.34
EGY;WHEAT;TONNE_HA;2001;6.36
EGY;WHEAT;TONNE_HA;2002;6.43
EGY;WHEAT;TONNE_HA;2003;6.5
EGY;WHEAT;TONNE_HA;2004;6.56
EGY;WHEAT;TONNE_HA;2005;6.49
EGY;WHEAT;TONNE_HA;2006;6.43
EGY;WHEAT;TONNE_HA;2007;6.47
EGY;WHEAT;TONNE_HA;2008;6.5
EGY;WHEAT;TONNE_HA;2009;6.45
EGY;WHEAT;TONNE_HA;2010;5.69
EGY;WHEAT;TONNE_HA;2011;6.56
EGY;WHEAT;TONNE_HA;2012;6.62
EGY;WHEAT;TONNE_HA;2013;6.62
EGY;WHEAT;TONNE_HA;2014;6.5
EGY;WHEAT;TONNE_HA;2015;6.35
EGY;WHEAT;TONNE_HA;2016;6.79
EGY;WHEAT;TONNE_HA;2017;6.85
EGY;WHEAT;TONNE_HA;2018;6.91
EGY;WHEAT;TONNE_HA;2019;6.97
EGY;WHEAT;TONNE_HA;2020;7.03
EGY;WHEAT;TONNE_HA;2021;7.1
EGY;WHEAT;TONNE_HA;2022;7.16
EGY;WHEAT;TONNE_HA;2023;7.23
EGY;WHEAT;TONNE_HA;2024;7.29
EGY;WHEAT;TONNE_HA;2025;7.36
EGY;WHEAT;TONNE_HA;2026;7.42
ETH;MAIZE;TONNE_HA;1990;1
ETH;MAIZE;TONNE_HA;1991;1
ETH;MAIZE;TONNE_HA;1992;1
ETH;MAIZE;TONNE_HA;1993;0.95
ETH;MAIZE;TONNE_HA;1994;1.06
ETH;MAIZE;TONNE_HA;1995;1.84
ETH;MAIZE;TONNE_HA;1996;1.46
ETH;MAIZE;TONNE_HA;1997;1.74
ETH;MAIZE;TONNE_HA;1998;1.62
ETH;MAIZE;TONNE_HA;1999;1.72
ETH;MAIZE;TONNE_HA;2000;1.62
ETH;MAIZE;TONNE_HA;2001;1.74
ETH;MAIZE;TONNE_HA;2002;1.88
ETH;MAIZE;TONNE_HA;2003;1.53
ETH;MAIZE;TONNE_HA;2004;1.61
ETH;MAIZE;TONNE_HA;2005;2.01
ETH;MAIZE;TONNE_HA;2006;2.64
ETH;MAIZE;TONNE_HA;2007;1.97
ETH;MAIZE;TONNE_HA;2008;2.14
ETH;MAIZE;TONNE_HA;2009;2.2
ETH;MAIZE;TONNE_HA;2010;2.81
ETH;MAIZE;TONNE_HA;2011;3.09
ETH;MAIZE;TONNE_HA;2012;3
ETH;MAIZE;TONNE_HA;2013;3.23
ETH;MAIZE;TONNE_HA;2014;3.63
ETH;MAIZE;TONNE_HA;2015;3.58
ETH;MAIZE;TONNE_HA;2016;3.61
ETH;MAIZE;TONNE_HA;2017;3.61
ETH;MAIZE;TONNE_HA;2018;3.68
ETH;MAIZE;TONNE_HA;2019;3.76
ETH;MAIZE;TONNE_HA;2020;3.83
ETH;MAIZE;TONNE_HA;2021;3.91
ETH;MAIZE;TONNE_HA;2022;3.98
ETH;MAIZE;TONNE_HA;2023;4.05
ETH;MAIZE;TONNE_HA;2024;4.13
ETH;MAIZE;TONNE_HA;2025;4.2
ETH;MAIZE;TONNE_HA;2026;4.27
ETH;RICE;TONNE_HA;1990;1
ETH;RICE;TONNE_HA;1991;1
ETH;RICE;TONNE_HA;1992;1
ETH;RICE;TONNE_HA;1993;1
ETH;RICE;TONNE_HA;1994;1
ETH;RICE;TONNE_HA;1995;1
ETH;RICE;TONNE_HA;1996;1
ETH;RICE;TONNE_HA;1997;1
ETH;RICE;TONNE_HA;1998;1
ETH;RICE;TONNE_HA;1999;1.18
ETH;RICE;TONNE_HA;2000;1.18
ETH;RICE;TONNE_HA;2001;1.19
ETH;RICE;TONNE_HA;2002;1.21
ETH;RICE;TONNE_HA;2003;1.21
ETH;RICE;TONNE_HA;2004;1.2
ETH;RICE;TONNE_HA;2005;1.2
ETH;RICE;TONNE_HA;2006;1.17
ETH;RICE;TONNE_HA;2007;1.9
ETH;RICE;TONNE_HA;2008;1.32
ETH;RICE;TONNE_HA;2009;1.4
ETH;RICE;TONNE_HA;2010;1.97
ETH;RICE;TONNE_HA;2011;1.88
ETH;RICE;TONNE_HA;2012;1.88
ETH;RICE;TONNE_HA;2013;1.78
ETH;RICE;TONNE_HA;2014;1.83
ETH;RICE;TONNE_HA;2015;1.81
ETH;RICE;TONNE_HA;2016;1.85
ETH;RICE;TONNE_HA;2017;1.9
ETH;RICE;TONNE_HA;2018;1.93
ETH;RICE;TONNE_HA;2019;1.96
ETH;RICE;TONNE_HA;2020;1.99
ETH;RICE;TONNE_HA;2021;2.02
ETH;RICE;TONNE_HA;2022;2.05
ETH;RICE;TONNE_HA;2023;2.08
ETH;RICE;TONNE_HA;2024;2.11
ETH;RICE;TONNE_HA;2025;2.14
ETH;RICE;TONNE_HA;2026;2.17
ETH;SOYBEAN;TONNE_HA;1990;1
ETH;SOYBEAN;TONNE_HA;1991;2.86
ETH;SOYBEAN;TONNE_HA;1992;3
ETH;SOYBEAN;TONNE_HA;1993;3.14
ETH;SOYBEAN;TONNE_HA;1994;3
ETH;SOYBEAN;TONNE_HA;1995;3.14
ETH;SOYBEAN;TONNE_HA;1996;3.29
ETH;SOYBEAN;TONNE_HA;1997;3.29
ETH;SOYBEAN;TONNE_HA;1998;3.43
ETH;SOYBEAN;TONNE_HA;1999;3.57
ETH;SOYBEAN;TONNE_HA;2000;3.57
ETH;SOYBEAN;TONNE_HA;2001;3.57
ETH;SOYBEAN;TONNE_HA;2002;3.57
ETH;SOYBEAN;TONNE_HA;2003;3.57
ETH;SOYBEAN;TONNE_HA;2004;3.57
ETH;SOYBEAN;TONNE_HA;2005;3.57
ETH;SOYBEAN;TONNE_HA;2006;3.57
ETH;SOYBEAN;TONNE_HA;2007;3.57
ETH;SOYBEAN;TONNE_HA;2008;3.57
ETH;SOYBEAN;TONNE_HA;2009;1.17
ETH;SOYBEAN;TONNE_HA;2010;1.45
ETH;SOYBEAN;TONNE_HA;2011;1.89
ETH;SOYBEAN;TONNE_HA;2012;2
ETH;SOYBEAN;TONNE_HA;2013;1.97
ETH;SOYBEAN;TONNE_HA;2014;2.06
ETH;SOYBEAN;TONNE_HA;2015;2
ETH;SOYBEAN;TONNE_HA;2016;2
ETH;SOYBEAN;TONNE_HA;2017;2.08
ETH;SOYBEAN;TONNE_HA;2018;2.1
ETH;SOYBEAN;TONNE_HA;2019;2.14
ETH;SOYBEAN;TONNE_HA;2020;2.17
ETH;SOYBEAN;TONNE_HA;2021;2.2
ETH;SOYBEAN;TONNE_HA;2022;2.24
ETH;SOYBEAN;TONNE_HA;2023;2.27
ETH;SOYBEAN;TONNE_HA;2024;2.31
ETH;SOYBEAN;TONNE_HA;2025;2.34
ETH;SOYBEAN;TONNE_HA;2026;2.38
ETH;WHEAT;TONNE_HA;1990;1
ETH;WHEAT;TONNE_HA;1991;1
ETH;WHEAT;TONNE_HA;1992;1
ETH;WHEAT;TONNE_HA;1993;0.97
ETH;WHEAT;TONNE_HA;1994;1.13
ETH;WHEAT;TONNE_HA;1995;1.37
ETH;WHEAT;TONNE_HA;1996;1.4
ETH;WHEAT;TONNE_HA;1997;1.29
ETH;WHEAT;TONNE_HA;1998;1.37
ETH;WHEAT;TONNE_HA;1999;1.12
ETH;WHEAT;TONNE_HA;2000;1.16
ETH;WHEAT;TONNE_HA;2001;1.33
ETH;WHEAT;TONNE_HA;2002;1.44
ETH;WHEAT;TONNE_HA;2003;1.39
ETH;WHEAT;TONNE_HA;2004;1.47
ETH;WHEAT;TONNE_HA;2005;1.56
ETH;WHEAT;TONNE_HA;2006;1.52
ETH;WHEAT;TONNE_HA;2007;1.67
ETH;WHEAT;TONNE_HA;2008;1.62
ETH;WHEAT;TONNE_HA;2009;1.83
ETH;WHEAT;TONNE_HA;2010;1.84
ETH;WHEAT;TONNE_HA;2011;2.03
ETH;WHEAT;TONNE_HA;2012;2.11
ETH;WHEAT;TONNE_HA;2013;2.44
ETH;WHEAT;TONNE_HA;2014;2.61
ETH;WHEAT;TONNE_HA;2015;2.6
ETH;WHEAT;TONNE_HA;2016;2.62
ETH;WHEAT;TONNE_HA;2017;2.66
ETH;WHEAT;TONNE_HA;2018;2.7
ETH;WHEAT;TONNE_HA;2019;2.73
ETH;WHEAT;TONNE_HA;2020;2.77
ETH;WHEAT;TONNE_HA;2021;2.81
ETH;WHEAT;TONNE_HA;2022;2.85
ETH;WHEAT;TONNE_HA;2023;2.89
ETH;WHEAT;TONNE_HA;2024;2.93
ETH;WHEAT;TONNE_HA;2025;2.97
ETH;WHEAT;TONNE_HA;2026;3.02
EU28;MAIZE;TONNE_HA;1994;5.24
EU28;MAIZE;TONNE_HA;1995;5.5
EU28;MAIZE;TONNE_HA;1996;5.8
EU28;MAIZE;TONNE_HA;1997;6.76
EU28;MAIZE;TONNE_HA;1998;5.91
EU28;MAIZE;TONNE_HA;1999;6.52
EU28;MAIZE;TONNE_HA;2000;5.4
EU28;MAIZE;TONNE_HA;2001;6.34
EU28;MAIZE;TONNE_HA;2002;6.4
EU28;MAIZE;TONNE_HA;2003;5.3
EU28;MAIZE;TONNE_HA;2004;7.04
EU28;MAIZE;TONNE_HA;2005;6.98
EU28;MAIZE;TONNE_HA;2006;6.48
EU28;MAIZE;TONNE_HA;2007;5.83
EU28;MAIZE;TONNE_HA;2008;7.17
EU28;MAIZE;TONNE_HA;2009;6.93
EU28;MAIZE;TONNE_HA;2010;7.19
EU28;MAIZE;TONNE_HA;2011;7.61
EU28;MAIZE;TONNE_HA;2012;6.08
EU28;MAIZE;TONNE_HA;2013;6.86
EU28;MAIZE;TONNE_HA;2014;8.1
EU28;MAIZE;TONNE_HA;2015;6.3
EU28;MAIZE;TONNE_HA;2016;6.8
EU28;MAIZE;TONNE_HA;2017;7.14
EU28;MAIZE;TONNE_HA;2018;7.22
EU28;MAIZE;TONNE_HA;2019;7.32
EU28;MAIZE;TONNE_HA;2020;7.41
EU28;MAIZE;TONNE_HA;2021;7.51
EU28;MAIZE;TONNE_HA;2022;7.61
EU28;MAIZE;TONNE_HA;2023;7.7
EU28;MAIZE;TONNE_HA;2024;7.8
EU28;MAIZE;TONNE_HA;2025;7.89
EU28;MAIZE;TONNE_HA;2026;7.99
EU28;RICE;TONNE_HA;1994;3.57
EU28;RICE;TONNE_HA;1995;3.63
EU28;RICE;TONNE_HA;1996;3.85
EU28;RICE;TONNE_HA;1997;4.11
EU28;RICE;TONNE_HA;1998;3.95
EU28;RICE;TONNE_HA;1999;4.1
EU28;RICE;TONNE_HA;2000;3.81
EU28;RICE;TONNE_HA;2001;3.94
EU28;RICE;TONNE_HA;2002;4.08
EU28;RICE;TONNE_HA;2003;3.75
EU28;RICE;TONNE_HA;2004;4.03
EU28;RICE;TONNE_HA;2005;3.85
EU28;RICE;TONNE_HA;2006;3.94
EU28;RICE;TONNE_HA;2007;4.09
EU28;RICE;TONNE_HA;2008;3.76
EU28;RICE;TONNE_HA;2009;4.16
EU28;RICE;TONNE_HA;2010;3.88
EU28;RICE;TONNE_HA;2011;3.66
EU28;RICE;TONNE_HA;2012;4.02
EU28;RICE;TONNE_HA;2013;4.04
EU28;RICE;TONNE_HA;2014;3.96
EU28;RICE;TONNE_HA;2015;4.07
EU28;RICE;TONNE_HA;2016;4.05
EU28;RICE;TONNE_HA;2017;4
EU28;RICE;TONNE_HA;2018;4
EU28;RICE;TONNE_HA;2019;4.01
EU28;RICE;TONNE_HA;2020;4.04
EU28;RICE;TONNE_HA;2021;4.05
EU28;RICE;TONNE_HA;2022;4.06
EU28;RICE;TONNE_HA;2023;4.06
EU28;RICE;TONNE_HA;2024;4.06
EU28;RICE;TONNE_HA;2025;4.07
EU28;RICE;TONNE_HA;2026;4.07
EU28;SOYBEAN;TONNE_HA;1995;2.81
EU28;SOYBEAN;TONNE_HA;1996;2.81
EU28;SOYBEAN;TONNE_HA;1997;3.2
EU28;SOYBEAN;TONNE_HA;1998;2.71
EU28;SOYBEAN;TONNE_HA;1999;2.85
EU28;SOYBEAN;TONNE_HA;2000;2.43
EU28;SOYBEAN;TONNE_HA;2001;3
EU28;SOYBEAN;TONNE_HA;2002;2.9
EU28;SOYBEAN;TONNE_HA;2003;2.33
EU28;SOYBEAN;TONNE_HA;2004;2.78
EU28;SOYBEAN;TONNE_HA;2005;2.74
EU28;SOYBEAN;TONNE_HA;2006;2.47
EU28;SOYBEAN;TONNE_HA;2007;2.07
EU28;SOYBEAN;TONNE_HA;2008;2.77
EU28;SOYBEAN;TONNE_HA;2009;2.74
EU28;SOYBEAN;TONNE_HA;2010;2.84
EU28;SOYBEAN;TONNE_HA;2011;2.77
EU28;SOYBEAN;TONNE_HA;2012;2.21
EU28;SOYBEAN;TONNE_HA;2013;2.62
EU28;SOYBEAN;TONNE_HA;2014;3.23
EU28;SOYBEAN;TONNE_HA;2015;2.65
EU28;SOYBEAN;TONNE_HA;2016;2.67
EU28;SOYBEAN;TONNE_HA;2017;2.81
EU28;SOYBEAN;TONNE_HA;2018;2.83
EU28;SOYBEAN;TONNE_HA;2019;2.85
EU28;SOYBEAN;TONNE_HA;2020;2.88
EU28;SOYBEAN;TONNE_HA;2021;2.89
EU28;SOYBEAN;TONNE_HA;2022;2.9
EU28;SOYBEAN;TONNE_HA;2023;2.9
EU28;SOYBEAN;TONNE_HA;2024;2.92
EU28;SOYBEAN;TONNE_HA;2025;2.92
EU28;SOYBEAN;TONNE_HA;2026;2.93
EU28;WHEAT;TONNE_HA;1994;4.65
EU28;WHEAT;TONNE_HA;1995;4.71
EU28;WHEAT;TONNE_HA;1996;4.97
EU28;WHEAT;TONNE_HA;1997;4.79
EU28;WHEAT;TONNE_HA;1998;5.13
EU28;WHEAT;TONNE_HA;1999;4.97
EU28;WHEAT;TONNE_HA;2000;4.94
EU28;WHEAT;TONNE_HA;2001;4.76
EU28;WHEAT;TONNE_HA;2002;4.95
EU28;WHEAT;TONNE_HA;2003;4.51
EU28;WHEAT;TONNE_HA;2004;5.61
EU28;WHEAT;TONNE_HA;2005;5.11
EU28;WHEAT;TONNE_HA;2006;5.09
EU28;WHEAT;TONNE_HA;2007;4.84
EU28;WHEAT;TONNE_HA;2008;5.7
EU28;WHEAT;TONNE_HA;2009;5.42
EU28;WHEAT;TONNE_HA;2010;5.29
EU28;WHEAT;TONNE_HA;2011;5.33
EU28;WHEAT;TONNE_HA;2012;5.2
EU28;WHEAT;TONNE_HA;2013;5.6
EU28;WHEAT;TONNE_HA;2014;5.89
EU28;WHEAT;TONNE_HA;2015;6.03
EU28;WHEAT;TONNE_HA;2016;5.37
EU28;WHEAT;TONNE_HA;2017;5.76
EU28;WHEAT;TONNE_HA;2018;5.8
EU28;WHEAT;TONNE_HA;2019;5.84
EU28;WHEAT;TONNE_HA;2020;5.88
EU28;WHEAT;TONNE_HA;2021;5.92
EU28;WHEAT;TONNE_HA;2022;5.95
EU28;WHEAT;TONNE_HA;2023;5.99
EU28;WHEAT;TONNE_HA;2024;6.03
EU28;WHEAT;TONNE_HA;2025;6.07
EU28;WHEAT;TONNE_HA;2026;6.11
GHA;MAIZE;TONNE_HA;1990;1.19
GHA;MAIZE;TONNE_HA;1991;1.53
GHA;MAIZE;TONNE_HA;1992;1.2
GHA;MAIZE;TONNE_HA;1993;1.51
GHA;MAIZE;TONNE_HA;1994;1.49
GHA;MAIZE;TONNE_HA;1995;1.51
GHA;MAIZE;TONNE_HA;1996;1.52
GHA;MAIZE;TONNE_HA;1997;1.56
GHA;MAIZE;TONNE_HA;1998;1.59
GHA;MAIZE;TONNE_HA;1999;1.56
GHA;MAIZE;TONNE_HA;2000;1.56
GHA;MAIZE;TONNE_HA;2001;1.44
GHA;MAIZE;TONNE_HA;2002;2.15
GHA;MAIZE;TONNE_HA;2003;1.98
GHA;MAIZE;TONNE_HA;2004;1.78
GHA;MAIZE;TONNE_HA;2005;1.8
GHA;MAIZE;TONNE_HA;2006;1.83
GHA;MAIZE;TONNE_HA;2007;1.57
GHA;MAIZE;TONNE_HA;2008;2.26
GHA;MAIZE;TONNE_HA;2009;2.49
GHA;MAIZE;TONNE_HA;2010;2.88
GHA;MAIZE;TONNE_HA;2011;2.59
GHA;MAIZE;TONNE_HA;2012;3
GHA;MAIZE;TONNE_HA;2013;2.71
GHA;MAIZE;TONNE_HA;2014;2.71
GHA;MAIZE;TONNE_HA;2015;2.6
GHA;MAIZE;TONNE_HA;2016;2.65
GHA;MAIZE;TONNE_HA;2017;2.84
GHA;MAIZE;TONNE_HA;2018;2.87
GHA;MAIZE;TONNE_HA;2019;2.92
GHA;MAIZE;TONNE_HA;2020;2.97
GHA;MAIZE;TONNE_HA;2021;3.01
GHA;MAIZE;TONNE_HA;2022;3.06
GHA;MAIZE;TONNE_HA;2023;3.11
GHA;MAIZE;TONNE_HA;2024;3.15
GHA;MAIZE;TONNE_HA;2025;3.2
GHA;MAIZE;TONNE_HA;2026;3.25
GHA;RICE;TONNE_HA;1990;1.07
GHA;RICE;TONNE_HA;1991;0.97
GHA;RICE;TONNE_HA;1992;1.01
GHA;RICE;TONNE_HA;1993;1.24
GHA;RICE;TONNE_HA;1994;1.22
GHA;RICE;TONNE_HA;1995;1.35
GHA;RICE;TONNE_HA;1996;1.26
GHA;RICE;TONNE_HA;1997;1.02
GHA;RICE;TONNE_HA;1998;0.91
GHA;RICE;TONNE_HA;1999;1.22
GHA;RICE;TONNE_HA;2000;1.3
GHA;RICE;TONNE_HA;2001;1.2
GHA;RICE;TONNE_HA;2002;1.37
GHA;RICE;TONNE_HA;2003;1.22
GHA;RICE;TONNE_HA;2004;1.22
GHA;RICE;TONNE_HA;2005;1.44
GHA;RICE;TONNE_HA;2006;1.2
GHA;RICE;TONNE_HA;2007;1.02
GHA;RICE;TONNE_HA;2008;1.36
GHA;RICE;TONNE_HA;2009;1.45
GHA;RICE;TONNE_HA;2010;1.63
GHA;RICE;TONNE_HA;2011;1.41
GHA;RICE;TONNE_HA;2012;1.52
GHA;RICE;TONNE_HA;2013;1.58
GHA;RICE;TONNE_HA;2014;1.61
GHA;RICE;TONNE_HA;2015;1.65
GHA;RICE;TONNE_HA;2016;1.66
GHA;RICE;TONNE_HA;2017;1.65
GHA;RICE;TONNE_HA;2018;1.68
GHA;RICE;TONNE_HA;2019;1.7
GHA;RICE;TONNE_HA;2020;1.73
GHA;RICE;TONNE_HA;2021;1.75
GHA;RICE;TONNE_HA;2022;1.78
GHA;RICE;TONNE_HA;2023;1.8
GHA;RICE;TONNE_HA;2024;1.83
GHA;RICE;TONNE_HA;2025;1.86
GHA;RICE;TONNE_HA;2026;1.88
GHA;SOYBEAN;TONNE_HA;1990;1
GHA;SOYBEAN;TONNE_HA;1991;1
GHA;SOYBEAN;TONNE_HA;1992;1
GHA;SOYBEAN;TONNE_HA;1993;1
GHA;SOYBEAN;TONNE_HA;1994;1
GHA;SOYBEAN;TONNE_HA;1995;1
GHA;SOYBEAN;TONNE_HA;1996;1
GHA;SOYBEAN;TONNE_HA;1997;1
GHA;SOYBEAN;TONNE_HA;1998;1
GHA;SOYBEAN;TONNE_HA;1999;1
GHA;SOYBEAN;TONNE_HA;2000;1
GHA;SOYBEAN;TONNE_HA;2001;1
GHA;SOYBEAN;TONNE_HA;2002;1
GHA;SOYBEAN;TONNE_HA;2003;1
GHA;SOYBEAN;TONNE_HA;2004;1
GHA;SOYBEAN;TONNE_HA;2005;1
GHA;SOYBEAN;TONNE_HA;2006;1
GHA;SOYBEAN;TONNE_HA;2007;1
GHA;SOYBEAN;TONNE_HA;2008;1
GHA;SOYBEAN;TONNE_HA;2009;1
GHA;SOYBEAN;TONNE_HA;2010;1
GHA;SOYBEAN;TONNE_HA;2011;1
GHA;SOYBEAN;TONNE_HA;2012;1
GHA;SOYBEAN;TONNE_HA;2013;1
GHA;SOYBEAN;TONNE_HA;2014;1
GHA;SOYBEAN;TONNE_HA;2015;1
GHA;SOYBEAN;TONNE_HA;2016;1
GHA;SOYBEAN;TONNE_HA;2017;1.05
GHA;SOYBEAN;TONNE_HA;2018;1.07
GHA;SOYBEAN;TONNE_HA;2019;1.09
GHA;SOYBEAN;TONNE_HA;2020;1.11
GHA;SOYBEAN;TONNE_HA;2021;1.12
GHA;SOYBEAN;TONNE_HA;2022;1.14
GHA;SOYBEAN;TONNE_HA;2023;1.16
GHA;SOYBEAN;TONNE_HA;2024;1.17
GHA;SOYBEAN;TONNE_HA;2025;1.19
GHA;SOYBEAN;TONNE_HA;2026;1.21
GHA;WHEAT;TONNE_HA;1990;1
GHA;WHEAT;TONNE_HA;1991;1
GHA;WHEAT;TONNE_HA;1992;1
GHA;WHEAT;TONNE_HA;1993;1
GHA;WHEAT;TONNE_HA;1994;1
GHA;WHEAT;TONNE_HA;1995;1
GHA;WHEAT;TONNE_HA;1996;1
GHA;WHEAT;TONNE_HA;1997;1
GHA;WHEAT;TONNE_HA;1998;1
GHA;WHEAT;TONNE_HA;1999;1
GHA;WHEAT;TONNE_HA;2000;1
GHA;WHEAT;TONNE_HA;2001;1
GHA;WHEAT;TONNE_HA;2002;1
GHA;WHEAT;TONNE_HA;2003;1
GHA;WHEAT;TONNE_HA;2004;1
GHA;WHEAT;TONNE_HA;2005;1
GHA;WHEAT;TONNE_HA;2006;1
GHA;WHEAT;TONNE_HA;2007;1
GHA;WHEAT;TONNE_HA;2008;1
GHA;WHEAT;TONNE_HA;2009;1
GHA;WHEAT;TONNE_HA;2010;1
GHA;WHEAT;TONNE_HA;2011;1
GHA;WHEAT;TONNE_HA;2012;1
GHA;WHEAT;TONNE_HA;2013;1
GHA;WHEAT;TONNE_HA;2014;1
GHA;WHEAT;TONNE_HA;2015;1
GHA;WHEAT;TONNE_HA;2016;1
GHA;WHEAT;TONNE_HA;2017;1.04
GHA;WHEAT;TONNE_HA;2018;1.06
GHA;WHEAT;TONNE_HA;2019;1.08
GHA;WHEAT;TONNE_HA;2020;1.09
GHA;WHEAT;TONNE_HA;2021;1.11
GHA;WHEAT;TONNE_HA;2022;1.13
GHA;WHEAT;TONNE_HA;2023;1.15
GHA;WHEAT;TONNE_HA;2024;1.16
GHA;WHEAT;TONNE_HA;2025;1.18
GHA;WHEAT;TONNE_HA;2026;1.2
HTI;MAIZE;TONNE_HA;1990;0.8
HTI;MAIZE;TONNE_HA;1991;0.81
HTI;MAIZE;TONNE_HA;1992;0.79
HTI;MAIZE;TONNE_HA;1993;0.81
HTI;MAIZE;TONNE_HA;1994;0.8
HTI;MAIZE;TONNE_HA;1995;0.8
HTI;MAIZE;TONNE_HA;1996;0.79
HTI;MAIZE;TONNE_HA;1997;0.8
HTI;MAIZE;TONNE_HA;1998;0.79
HTI;MAIZE;TONNE_HA;1999;0.72
HTI;MAIZE;TONNE_HA;2000;0.75
HTI;MAIZE;TONNE_HA;2001;0.69
HTI;MAIZE;TONNE_HA;2002;0.71
HTI;MAIZE;TONNE_HA;2003;0.75
HTI;MAIZE;TONNE_HA;2004;0.73
HTI;MAIZE;TONNE_HA;2005;0.71
HTI;MAIZE;TONNE_HA;2006;0.73
HTI;MAIZE;TONNE_HA;2007;0.96
HTI;MAIZE;TONNE_HA;2008;0.75
HTI;MAIZE;TONNE_HA;2009;1.01
HTI;MAIZE;TONNE_HA;2010;1.13
HTI;MAIZE;TONNE_HA;2011;1.2
HTI;MAIZE;TONNE_HA;2012;0.67
HTI;MAIZE;TONNE_HA;2013;1.12
HTI;MAIZE;TONNE_HA;2014;0.47
HTI;MAIZE;TONNE_HA;2015;0.37
HTI;MAIZE;TONNE_HA;2016;0.86
HTI;MAIZE;TONNE_HA;2017;0.88
HTI;MAIZE;TONNE_HA;2018;0.89
HTI;MAIZE;TONNE_HA;2019;0.9
HTI;MAIZE;TONNE_HA;2020;0.91
HTI;MAIZE;TONNE_HA;2021;0.93
HTI;MAIZE;TONNE_HA;2022;0.94
HTI;MAIZE;TONNE_HA;2023;0.95
HTI;MAIZE;TONNE_HA;2024;0.97
HTI;MAIZE;TONNE_HA;2025;0.98
HTI;MAIZE;TONNE_HA;2026;0.99
HTI;RICE;TONNE_HA;1990;1.73
HTI;RICE;TONNE_HA;1991;1.6
HTI;RICE;TONNE_HA;1992;1.44
HTI;RICE;TONNE_HA;1993;1.33
HTI;RICE;TONNE_HA;1994;1.32
HTI;RICE;TONNE_HA;1995;1.33
HTI;RICE;TONNE_HA;1996;1.66
HTI;RICE;TONNE_HA;1997;1.33
HTI;RICE;TONNE_HA;1998;1.32
HTI;RICE;TONNE_HA;1999;1.32
HTI;RICE;TONNE_HA;2000;1.67
HTI;RICE;TONNE_HA;2001;1.34
HTI;RICE;TONNE_HA;2002;1.35
HTI;RICE;TONNE_HA;2003;1.35
HTI;RICE;TONNE_HA;2004;1.35
HTI;RICE;TONNE_HA;2005;1.35
HTI;RICE;TONNE_HA;2006;1.36
HTI;RICE;TONNE_HA;2007;1.5
HTI;RICE;TONNE_HA;2008;1.35
HTI;RICE;TONNE_HA;2009;1.49
HTI;RICE;TONNE_HA;2010;1.57
HTI;RICE;TONNE_HA;2011;1.56
HTI;RICE;TONNE_HA;2012;1.79
HTI;RICE;TONNE_HA;2013;1.92
HTI;RICE;TONNE_HA;2014;0.76
HTI;RICE;TONNE_HA;2015;0.67
HTI;RICE;TONNE_HA;2016;0.64
HTI;RICE;TONNE_HA;2017;1.15
HTI;RICE;TONNE_HA;2018;1.17
HTI;RICE;TONNE_HA;2019;1.18
HTI;RICE;TONNE_HA;2020;1.2
HTI;RICE;TONNE_HA;2021;1.22
HTI;RICE;TONNE_HA;2022;1.24
HTI;RICE;TONNE_HA;2023;1.26
HTI;RICE;TONNE_HA;2024;1.27
HTI;RICE;TONNE_HA;2025;1.29
HTI;RICE;TONNE_HA;2026;1.31
HTI;SOYBEAN;TONNE_HA;1990;1
HTI;SOYBEAN;TONNE_HA;1991;1
HTI;SOYBEAN;TONNE_HA;1992;1
HTI;SOYBEAN;TONNE_HA;1993;1
HTI;SOYBEAN;TONNE_HA;1994;1
HTI;SOYBEAN;TONNE_HA;1995;1
HTI;SOYBEAN;TONNE_HA;1996;1
HTI;SOYBEAN;TONNE_HA;1997;1
HTI;SOYBEAN;TONNE_HA;1998;1
HTI;SOYBEAN;TONNE_HA;1999;1
HTI;SOYBEAN;TONNE_HA;2000;1
HTI;SOYBEAN;TONNE_HA;2001;1
HTI;SOYBEAN;TONNE_HA;2002;1
HTI;SOYBEAN;TONNE_HA;2003;1
